epoch,loss,contrast_loss,recon_loss,lr
1,0.2614042890568574,0.0,0.2614042890568574,0.0001
2,0.09507939424365759,0.0,0.09507939424365759,9.891830623632339e-05
3,0.03348162742331624,0.0,0.03348162742331624,9.572050015330874e-05
4,0.021383623344202837,0.0,0.021383623344202837,9.05463412215599e-05
5,0.015703739272430538,0.0,0.015703739272430538,8.362196501476348e-05
6,0.012253628888477882,0.0,0.012253628888477882,7.525e-05
7,0.010078672824117044,0.0,0.010078672824117044,6.57963412215599e-05
8,0.008656634025586148,0.0,0.008656634025586148,5.5674158931748854e-05
9,0.007728610777606567,0.0,0.007728610777606567,4.532584106825116e-05
10,0.007019277336075902,0.0,0.007019277336075902,3.5203658778440106e-05
11,0.0065792372760673365,0.0,0.0065792372760673365,2.5750000000000013e-05
12,0.006302633307253321,0.0,0.006302633307253321,1.7378034985236535e-05
13,0.006116370010810594,0.0,0.006116370010810594,1.0453658778440109e-05
14,0.006011535553261638,0.0,0.006011535553261638,5.279499846691251e-06
15,0.005956781500329574,0.0,0.005956781500329574,2.0816937636766186e-06
16,0.005766382642711202,0.0,0.005766382642711202,0.0001
17,0.00502979508601129,0.0,0.00502979508601129,9.972883382072954e-05
18,0.00444770580312858,0.0,0.00444770580312858,9.891830623632339e-05
19,0.004062013910152018,0.0,0.004062013910152018,9.757729755661011e-05
20,0.003681945618397246,0.0,0.003681945618397246,9.572050015330874e-05
21,0.003403480591562887,0.0,0.003403480591562887,9.336825748732972e-05
22,0.003173943521687761,0.0,0.003173943521687761,9.05463412215599e-05
23,0.0030285161725866296,0.0,0.0030285161725866296,8.728566886113102e-05
24,0.002839840822465097,0.0,0.002839840822465097,8.362196501476348e-05
25,0.002732557291164994,0.0,0.002732557291164994,7.959536998847742e-05
26,0.002615405978091682,0.0,0.002615405978091682,7.525e-05
27,0.002553302963497117,0.0,0.002553302963497117,7.063346383225212e-05
28,0.0024698133987840266,0.0,0.0024698133987840266,6.57963412215599e-05
29,0.0024706026578011613,0.0,0.0024706026578011613,6.079162869547908e-05
30,0.002350185627195363,0.0,0.002350185627195363,5.5674158931748854e-05
31,0.25005477703913737,0.3562133346994718,0.002351486424837882,5.0500000000000015e-05
32,0.23110717807527786,0.3288602756957213,0.003016619106832271,0.0001
33,0.17229239400476218,0.24405511170625688,0.00484606430788214,9.891830623632339e-05
34,0.10291430750318492,0.1446460505326589,0.005540244622776905,9.572050015330874e-05
35,0.06548737829434685,0.0913989486793677,0.005027050393012663,9.05463412215599e-05
36,0.053432471103345355,0.07447845675051212,0.00432517322866867,8.362196501476348e-05
37,0.0441792020186161,0.06124446444834272,0.004360256999886284,7.525e-05
38,0.038563906541094185,0.05336464165399472,0.00402885831038778,6.57963412215599e-05
39,0.03435635313702126,0.04744861936196685,0.003807734065533926,5.5674158931748854e-05
40,0.03109949877737866,0.04282269297788541,0.0037453795977247257,4.532584106825116e-05
41,0.02928074351560402,0.0402874571736902,0.0035984125939042618,3.5203658778440106e-05
42,0.02754468069615541,0.037801676569506525,0.003611690766410902,2.5750000000000013e-05
43,0.02636760394573988,0.036171050548243024,0.003492896140475447,1.7378034985236535e-05
44,0.025764893229158283,0.035316808669206994,0.0034770912025123835,1.0453658778440109e-05
45,0.02532036157839078,0.03468821862091621,0.003462029091315344,5.279499846691251e-06
46,0.025045165229433525,0.03430189817057302,0.003446121682645753,2.0816937636766186e-06
47,0.026908414460679826,0.03697190896297495,0.003426928994789099,0.0001
48,0.02594224072236102,0.035552638870043056,0.003517978828555594,9.972883382072954e-05
49,0.024524443766858896,0.03360629642847925,0.003333454839109133,9.891830623632339e-05
50,0.02320871055853786,0.03169963292505903,0.003396559093380347,9.757729755661011e-05
51,0.022422626956055562,0.030752036227689437,0.0029873387907476475,9.572050015330874e-05
52,0.02048727221263107,0.027987816588332257,0.002986002657174443,9.336825748732972e-05
53,0.019927814006223343,0.02721110179554671,0.0029334768167852115,9.05463412215599e-05
54,0.019427538620948325,0.026489206143014598,0.002950315443255628,8.728566886113102e-05
55,0.017978350865208388,0.02449311087193564,0.002777244820026681,8.362196501476348e-05
56,0.01727339170126167,0.02350940510690028,0.002722693867205332,7.959536998847742e-05
57,0.016656249156706812,0.02263301736966241,0.002710457640932873,7.525e-05
58,0.01593446944752941,0.021596355527678194,0.0027234026327884447,7.063346383225212e-05
59,0.01527388995164074,0.02067650530564909,0.0026677881639140346,6.57963412215599e-05
60,0.014816657608510772,0.020047176395261584,0.0026121145541158817,6.079162869547908e-05
61,0.014263167024182621,0.019303182785478157,0.0025031309458427133,5.5674158931748854e-05
62,0.01343293808992409,0.018108979540375002,0.0025221751459563774,5.0500000000000015e-05
63,0.013109925588651095,0.017662551666338306,0.002487131827122842,4.532584106825116e-05
64,0.012677009547284493,0.01704644676647149,0.0024816562101477755,4.020837130452091e-05
65,0.012208701626029021,0.016382158780955555,0.0024706353860286375,3.5203658778440106e-05
66,0.011742505795458177,0.015743960674929742,0.002405778052828585,3.0366536167747902e-05
67,0.011532398486936775,0.01545246848060439,0.0023855689408568046,2.5750000000000013e-05
68,0.01112321091738219,0.01487186377174415,0.0023763544071698562,2.1404630011522586e-05
69,0.010995898573310115,0.014695468172673525,0.002363569877343252,1.7378034985236535e-05
70,0.010896684604813345,0.014552050739196905,0.0023674971889704466,1.3714331138868997e-05
71,0.010813935342108985,0.014433553913295327,0.0023681589567180104,1.0453658778440109e-05
72,0.010711708809928193,0.01428942678309492,0.0023637007165234537,7.631742512670284e-06
73,0.010687947979022283,0.014257916651634636,0.002358020747002835,5.279499846691251e-06
74,0.010616879364533816,0.014157136558060302,0.0023562794007981817,3.4227024433899e-06
75,0.010622607819580783,0.014165382769139494,0.0023561338370200247,2.0816937636766186e-06
76,0.010575243026444999,0.014098597689599045,0.002354082573826114,1.2711661792704665e-06
77,0.011470741029188502,0.015356609290271687,0.002403715340187773,0.0001
78,0.011767774647159968,0.015771985187893734,0.0024246171184737855,9.99321619703514e-05
79,0.011321251403326944,0.01515967034890006,0.002364940824918449,9.972883382072954e-05
80,0.011014697603726139,0.014714335136159207,0.002382210530534697,9.939057285945933e-05
81,0.010937049029841243,0.014630582881121275,0.002318803680827841,9.891830623632339e-05
82,0.010814665265691777,0.014490256153900797,0.002238286900683306,9.831332840130888e-05
83,0.010620023377608352,0.01420456118767864,0.0022561020858120175,9.757729755661011e-05
84,0.010508252336391403,0.014061349224418034,0.0022176934144226834,9.671223111161149e-05
85,0.010176193391816923,0.013575957174422608,0.0022434114061373597,9.572050015330874e-05
86,0.00981548905959547,0.013077920769622628,0.002203148740227334,9.460482294732421e-05
87,0.00967436243663542,0.01288523427307761,0.0021823286418414987,9.336825748732972e-05
88,0.009412407240355,0.012537976325378015,0.002119413126880924,9.20141931132985e-05
89,0.009194793667120393,0.01221151800809821,0.0021557705845528592,9.05463412215599e-05
90,0.009592650690562247,0.012799938722946536,0.0021089787371844676,8.896872509212006e-05
91,0.009324602405589152,0.012451244055811609,0.00202910561056342,8.728566886113102e-05
92,0.008955469549740276,0.01191559770013555,0.0020485042089906833,8.55017856687341e-05
93,0.008460462589816113,0.011224222971213749,0.0020116889082904283,8.362196501476348e-05
94,0.008609476329487128,0.011445860919290377,0.001991246113902889,8.165135935696696e-05
95,0.008124489560092723,0.010750985247189723,0.0019959999927474806,7.959536998847742e-05
96,0.008378687797812746,0.011114185780873717,0.0019958590904328353,7.745963223324384e-05
97,0.007919094594641744,0.010484079287562054,0.0019341304277380308,7.525e-05
98,0.0077470819402757725,0.010225885202332089,0.0019632078901243707,7.297252973710757e-05
99,0.007677375745455114,0.010156987788847497,0.0018916144928274056,7.063346383225212e-05
100,0.007497239908601235,0.009896807076438563,0.0018982501021431138,6.823921350249237e-05
101,0.0068380443027611666,0.008966530597535893,0.0018715764260074745,6.57963412215599e-05
102,0.006802804214627637,0.008926014214739552,0.0018486475407068308,6.331154273257477e-05
103,0.006670507435289134,0.00873688960103512,0.001848949173775812,6.079162869547908e-05
104,0.0065868296126912656,0.008617087496410629,0.00184956132240283,5.8243506019491436e-05
105,0.00639109164646167,0.0083411663940448,0.0018409175342336919,5.5674158931748854e-05
106,0.006324273366044508,0.008266339544995087,0.0017927856970345601,5.3090629834025715e-05
107,0.006266933787022329,0.008185506477578505,0.0017902642585492382,5.0500000000000015e-05
108,0.006255033162597101,0.008161978328522916,0.0018054945651480617,4.7909370165974294e-05
109,0.006079394059876601,0.007917663352297192,0.0017900991903540369,4.532584106825116e-05
110,0.006034090842149453,0.007859675811293225,0.0017743927222909407,4.275649398050857e-05
111,0.006061038201490495,0.007894218499435132,0.0017836175432118277,4.020837130452091e-05
112,0.005856791293626884,0.007610971593264063,0.00176370403302523,3.768845726742523e-05
