epoch,loss,contrast_loss,recon_loss,lr
1,0.30290695453683536,0.0,0.30290695453683536,0.0001
2,0.10425337081154187,0.0,0.10425337081154187,9.891830623632339e-05
3,0.03590223612263799,0.0,0.03590223612263799,9.572050015330874e-05
4,0.022124213244145114,0.0,0.022124213244145114,9.05463412215599e-05
5,0.01561338030733168,0.0,0.01561338030733168,8.362196501476348e-05
6,0.012173786976685126,0.0,0.012173786976685126,7.525e-05
7,0.010013640664207438,0.0,0.010013640664207438,6.57963412215599e-05
8,0.008780175641489526,0.0,0.008780175641489526,5.5674158931748854e-05
9,0.007742323447018862,0.0,0.007742323447018862,4.532584106825116e-05
10,0.007056605427836379,0.0,0.007056605427836379,3.5203658778440106e-05
11,0.0066589328770836195,0.0,0.0066589328770836195,2.5750000000000013e-05
12,0.006365349337769052,0.0,0.006365349337769052,1.7378034985236535e-05
13,0.0061634103689963615,0.0,0.0061634103689963615,1.0453658778440109e-05
14,0.0060655682735765975,0.0,0.0060655682735765975,5.279499846691251e-06
15,0.006008278423299392,0.0,0.006008278423299392,2.0816937636766186e-06
16,0.005878240250361462,0.0,0.005878240250361462,0.0001
17,0.00511193599862357,0.0,0.00511193599862357,9.972883382072954e-05
18,0.004700289860678216,0.0,0.004700289860678216,9.891830623632339e-05
19,0.004201843092838923,0.0,0.004201843092838923,9.757729755661011e-05
20,0.0038451112224720417,0.0,0.0038451112224720417,9.572050015330874e-05
21,0.0036217161337845027,0.0,0.0036217161337845027,9.336825748732972e-05
22,0.0033942937152460217,0.0,0.0033942937152460217,9.05463412215599e-05
23,0.003251519805053249,0.0,0.003251519805053249,8.728566886113102e-05
24,0.00309267455789571,0.0,0.00309267455789571,8.362196501476348e-05
25,0.00292741468292661,0.0,0.00292741468292661,7.959536998847742e-05
26,0.002826838199204455,0.0,0.002826838199204455,7.525e-05
27,0.002770312460294614,0.0,0.002770312460294614,7.063346383225212e-05
28,0.002738036091128985,0.0,0.002738036091128985,6.57963412215599e-05
29,0.0026135703762217113,0.0,0.0026135703762217113,6.079162869547908e-05
30,0.002545261088137825,0.0,0.002545261088137825,5.5674158931748854e-05
31,0.24793417317365918,0.35306637138128283,0.0026257265029319874,5.0500000000000015e-05
32,0.21311761515874725,0.3030098855495453,0.0033689957849370937,0.0001
33,0.13513837274610221,0.19072665634254615,0.005432387879894426,9.891830623632339e-05
34,0.07123323089714782,0.09924746584147215,0.0058666883657375974,9.572050015330874e-05
35,0.05153562976241422,0.07109459986289342,0.005898035290495803,9.05463412215599e-05
36,0.04060269371063138,0.05568081301947435,0.00542041783919558,8.362196501476348e-05
37,0.03480354994923497,0.04776130230166018,0.004568795561014364,7.525e-05
38,0.03090117667161394,0.04223803840577602,0.004448499751742929,6.57963412215599e-05
39,0.027577439025238466,0.037620987929403785,0.0041424927379315095,5.5674158931748854e-05
40,0.0253967254771851,0.03457702551968396,0.00397602632874623,4.532584106825116e-05
41,0.023499144167484096,0.031866870378144084,0.00397445048050334,3.5203658778440106e-05
