epoch,loss,contrast_loss,recon_loss,lr
1,0.2689782996972402,0.0,0.2689782996972402,0.0001
2,0.08950179256498814,0.0,0.08950179256498814,9.891830623632339e-05
3,0.03600875629733006,0.0,0.03600875629733006,9.572050015330874e-05
4,0.025401894034196935,0.0,0.025401894034196935,9.05463412215599e-05
5,0.01956380552922686,0.0,0.01956380552922686,8.362196501476348e-05
6,0.015996639570221304,0.0,0.015996639570221304,7.525e-05
7,0.013736206789811451,0.0,0.013736206789811451,6.57963412215599e-05
8,0.012200198446710905,0.0,0.012200198446710905,5.5674158931748854e-05
9,0.010973020270466805,0.0,0.010973020270466805,4.532584106825116e-05
10,0.0104116872108231,0.0,0.0104116872108231,3.5203658778440106e-05
11,0.009773609895880024,0.0,0.009773609895880024,2.5750000000000013e-05
12,0.00949547382382055,0.0,0.00949547382382055,1.7378034985236535e-05
13,0.009284244532076021,0.0,0.009284244532076021,1.0453658778440109e-05
14,0.009119350183755159,0.0,0.009119350183755159,5.279499846691251e-06
15,0.0090736717528974,0.0,0.0090736717528974,2.0816937636766186e-06
16,0.008852253303242226,0.0,0.008852253303242226,0.0001
17,0.008021182970454295,0.0,0.008021182970454295,9.972883382072954e-05
18,0.007364103818933169,0.0,0.007364103818933169,9.891830623632339e-05
19,0.0065918606395522755,0.0,0.0065918606395522755,9.757729755661011e-05
20,0.006351147883106023,0.0,0.006351147883106023,9.572050015330874e-05
21,0.005941263729861627,0.0,0.005941263729861627,9.336825748732972e-05
22,0.005537751088074098,0.0,0.005537751088074098,9.05463412215599e-05
23,0.005210007059698304,0.0,0.005210007059698304,8.728566886113102e-05
24,0.005046913637003551,0.0,0.005046913637003551,8.362196501476348e-05
25,0.004831674749342104,0.0,0.004831674749342104,7.959536998847742e-05
26,0.0047203641889306406,0.0,0.0047203641889306406,7.525e-05
27,0.0045168730857161185,0.0,0.0045168730857161185,7.063346383225212e-05
28,0.004395171685609966,0.0,0.004395171685609966,6.57963412215599e-05
29,0.004327797998363773,0.0,0.004327797998363773,6.079162869547908e-05
30,0.004161479948864629,0.0,0.004161479948864629,5.5674158931748854e-05
31,0.24749950663923906,0.3516779527068138,0.004416477284394205,5.0500000000000015e-05
32,0.21893943616984568,0.31044207463661827,0.005433285624409715,0.0001
33,0.15586514214810449,0.21947966143488884,0.0074312706283914546,9.891830623632339e-05
34,0.08814419747019807,0.12207712139934301,0.008967378432862461,9.572050015330874e-05
35,0.058615922991884874,0.07984360748281082,0.00908466069183002,9.05463412215599e-05
36,0.04826888384025854,0.0653575815881292,0.008395258069504053,8.362196501476348e-05
37,0.04247232333970411,0.05742050871873895,0.00759322593997543,7.525e-05
38,0.03812923036748543,0.051295179532219966,0.0074086834560148414,6.57963412215599e-05
39,0.03484303705045022,0.046649211055288714,0.007295298556952426,5.5674158931748854e-05
40,0.032063756429124624,0.04294771154721578,0.006667862801502149,4.532584106825116e-05
41,0.029956291618873365,0.040021738642826675,0.006470249026703337,3.5203658778440106e-05
42,0.02859497039365427,0.03803547656474014,0.006567124176460008,2.5750000000000013e-05
43,0.027656826643700092,0.03675110152301689,0.006436852940047781,1.7378034985236535e-05
44,0.026964166783727705,0.03580997019695739,0.0063239594649833935,1.0453658778440109e-05
45,0.02651269691705238,0.03515837276354432,0.006339455586081992,5.279499846691251e-06
46,0.026356695482778983,0.03494085298540692,0.0063269959025395416,2.0816937636766186e-06
47,0.028465953349950723,0.037924223005150755,0.006396657806665947,0.0001
48,0.026809521671384572,0.035717649136980376,0.006023892119992524,9.972883382072954e-05
49,0.025365881670344,0.03359878701157868,0.0061557700818715,9.891830623632339e-05
50,0.02405787155245586,0.03192947693945219,0.005690792513390382,9.757729755661011e-05
51,0.02337377508423136,0.03105179643413673,0.005458392973135536,9.572050015330874e-05
52,0.02169515236115937,0.028566766685495775,0.00566138622428601,9.336825748732972e-05
53,0.020772581109971117,0.027443538481990496,0.005207014534001549,9.05463412215599e-05
54,0.01985000755424456,0.02625311859495317,0.004909416041725004,8.728566886113102e-05
55,0.019145107114551745,0.025223850567514697,0.004961372871184722,8.362196501476348e-05
56,0.0181123723188648,0.023907196186094857,0.00459111783032616,7.959536998847742e-05
57,0.01754007072595414,0.02308029207100238,0.004612888104747981,7.525e-05
58,0.01667024504810494,0.02193576080802207,0.0043840421053270495,7.063346383225212e-05
59,0.016406069932175645,0.021634349570861862,0.004206750530283898,6.57963412215599e-05
60,0.01556813338199087,0.020440754661588775,0.004198684289197748,6.079162869547908e-05
61,0.014922893049758083,0.019497031089728504,0.004249904995473722,5.5674158931748854e-05
62,0.01449227486543047,0.018992886130339077,0.0039908495033159855,5.0500000000000015e-05
63,0.014182064726386064,0.01861218081806631,0.0038451273906199884,4.532584106825116e-05
64,0.01363127550818414,0.017800484902303047,0.0039031208298789958,4.020837130452091e-05
65,0.013195443850418088,0.017193869971864235,0.0038657833375812817,3.5203658778440106e-05
66,0.012677078080984453,0.01652801037793476,0.003691569775886213,3.0366536167747902e-05
67,0.012489802524699674,0.016255656407641556,0.0037028103154928735,2.5750000000000013e-05
