loss,lr,sup_loss
0.663003323333604,0.0001,
0.46606169641017914,9.891830623632339e-05,
0.3453760189669473,9.572050015330874e-05,
0.256941305739539,9.05463412215599e-05,
0.19756446140153067,8.362196501476348e-05,
0.16037300814475333,7.525e-05,
0.133418757468462,6.57963412215599e-05,
0.11612066333847386,5.5674158931748854e-05,
0.10460265779069491,4.532584106825116e-05,
0.0970936194062233,3.5203658778440106e-05,
0.09152363214109625,2.5750000000000013e-05,
0.08885605473603521,1.7378034985236535e-05,
0.08687727126692023,1.0453658778440109e-05,
0.08614228426345757,5.279499846691251e-06,
0.0849388622279678,2.0816937636766186e-06,
0.08011945762804576,0.0001,
0.07199134970349925,9.972883382072954e-05,
0.06559883803129196,9.891830623632339e-05,
0.06183595968676465,9.757729755661011e-05,
0.05831445726965155,9.572050015330874e-05,
0.056037855334579945,9.336825748732972e-05,
0.05392532303397145,9.05463412215599e-05,
0.05245623963751963,8.728566886113102e-05,
0.050847427786460946,8.362196501476348e-05,
0.05009366026414292,7.959536998847742e-05,
0.049367839470505714,7.525e-05,
0.04839274726275887,7.063346383225212e-05,
0.04777398306344237,6.57963412215599e-05,
0.04723832370447261,6.079162869547908e-05,
0.046449171246162484,5.5674158931748854e-05,
0.04594316493187632,5.0500000000000015e-05,
0.045172859116324356,4.532584106825116e-05,
0.044579812325537205,4.020837130452091e-05,
0.04427418179277863,3.5203658778440106e-05,
0.04381510003336838,3.0366536167747902e-05,
0.04406189067023141,2.5750000000000013e-05,
0.04340196746800627,2.1404630011522586e-05,
0.04348145864371743,1.7378034985236535e-05,
0.04367990485791649,1.3714331138868997e-05,
0.043002422366823466,1.0453658778440109e-05,
0.04409419159804072,7.631742512670284e-06,
0.043238259851932526,5.279499846691251e-06,
0.0440111697784492,3.4227024433899e-06,
0.042764956796807904,2.0816937636766186e-06,
0.04314667771437338,1.2711661792704665e-06,
0.043201799637504985,0.0001,
0.04238678288779089,9.99321619703514e-05,
0.04214097186923027,9.972883382072954e-05,
0.041832221139754565,9.939057285945933e-05,
