loss,lr,sup_loss
0.6123715858249104,0.0001,
0.381042381419855,9.891830623632339e-05,
0.2685884202227873,9.572050015330874e-05,
0.19869252381955876,9.05463412215599e-05,
0.15344218077028499,8.362196501476348e-05,
0.1252904817023698,7.525e-05,
0.11058430154533948,6.57963412215599e-05,
0.09922266773441259,5.5674158931748854e-05,
0.09212885621715994,4.532584106825116e-05,
0.08685927597038887,3.5203658778440106e-05,
0.08344124630093575,2.5750000000000013e-05,
0.08168063049807268,1.7378034985236535e-05,
0.08088606508339152,1.0453658778440109e-05,
0.07968247616115738,5.279499846691251e-06,
0.07961947054547422,2.0816937636766186e-06,
0.07666102468090899,0.0001,
0.07273533436305382,9.972883382072954e-05,
0.06951453427181524,9.891830623632339e-05,
0.06739092618227005,9.757729755661011e-05,
0.06594559265410199,9.572050015330874e-05,
0.06479873858830508,9.336825748732972e-05,
0.06379403393058215,9.05463412215599e-05,
0.0628495731336229,8.728566886113102e-05,
0.06231034667614628,8.362196501476348e-05,
0.06125006397419116,7.959536998847742e-05,
0.060645128655083036,7.525e-05,
0.06081265616504585,7.063346383225212e-05,
0.06003605355234707,6.57963412215599e-05,
0.05994760157430873,6.079162869547908e-05,
0.05964778056916069,5.5674158931748854e-05,
0.05952065032632912,5.0500000000000015e-05,
0.05966801338774316,4.532584106825116e-05,
0.05883001470390488,4.020837130452091e-05,
0.05946909449994564,3.5203658778440106e-05,
0.05883123922873946,3.0366536167747902e-05,
0.05892830900847912,2.5750000000000013e-05,
0.0587368270053583,2.1404630011522586e-05,
0.058882526834221446,1.7378034985236535e-05,
0.05868008491747519,1.3714331138868997e-05,
0.058687438530956995,1.0453658778440109e-05,
0.05848455418120412,7.631742512670284e-06,
0.058396968880996984,5.279499846691251e-06,
0.05850528071031851,3.4227024433899e-06,
0.05844262001269004,2.0816937636766186e-06,
0.05845920226591475,1.2711661792704665e-06,
0.05844077840447426,0.0001,
0.05829198800903909,9.99321619703514e-05,
0.058444459758260674,9.972883382072954e-05,
0.05844993089490077,9.939057285945933e-05,
0.05840296254438512,9.891830623632339e-05,
0.05826647459145855,2.9493998520392662e-05,1.0351677852518417
0.07480309651616741,9.757729755661011e-05,1.015859595116447
0.08918169338036985,9.671223111161149e-05,0.9643914454123553
0.06847739592194557,9.572050015330874e-05,0.8729810942621792
0.08287750294103342,9.460482294732421e-05,0.8230732837144066
0.07343686591176425,9.336825748732972e-05,0.7175372786381665
0.07505649974679246,9.20141931132985e-05,0.6400690937743467
0.07432379431146033,9.05463412215599e-05,0.5761852658846799
0.0746715024990194,8.896872509212006e-05,0.5334547758102417
0.07294512879760827,8.728566886113102e-05,0.49682656018172994
0.07109044043018538,8.55017856687341e-05,0.47905946479124184
0.0688741143573733,8.362196501476348e-05,0.45591917721664205
0.06752812698045198,8.165135935696696e-05,0.4294703234644497
0.06682625401984243,7.959536998847742e-05,0.41252808097530813
0.06452495900585371,7.745963223324384e-05,0.39122580868356366
0.06704206271644901,7.525e-05,0.38707585369839387
0.06433413495474002,7.297252973710757e-05,0.3752304017543793
0.06471025001476793,7.063346383225212e-05,0.3652300624286427
0.0632432814249221,6.823921350249237e-05,0.35551207644097943
0.06464625599191469,6.57963412215599e-05,0.34844694768681245
0.06400169760865324,6.331154273257477e-05,0.3459777779438916
